Row ID,Original URL,Normalized URL,Host variant,Scheme,Path,Page type,Topic/service,State/city inferred from slug,Export HTTP status,Live HTTP status,Canonical status,Page title,Referring domains,Top DR,UR,Total links,Dofollow,Nofollow,New links,Lost links,Redirect count (export metric),First seen,Last seen,Variant group size,Estimated business importance,Priority,Migration risk,Recommended action,Destination URL,Reason,Review flags,Missing data,Review status
URL-012,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alabama/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alabama/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alabama/,Service/location candidate,Restroom trailers,Alabama,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-013,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alaska/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alaska/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alaska/,Service/location candidate,Restroom trailers,Alaska,403,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-014,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,Service/location candidate,Restroom trailers,Alberta Ca,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-015,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arizona/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arizona/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arizona/,Service/location candidate,Restroom trailers,Arizona,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-016,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,Service/location candidate,Restroom trailers,Arkansas,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-017,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-colorado/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-colorado/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-colorado/,Service/location candidate,Restroom trailers,Colorado,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-018,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-connecticut/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-connecticut/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-connecticut/,Service/location candidate,Restroom trailers,Connecticut,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-019,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,Service/location candidate,Restroom trailers,Delaware,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-020,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,Service/location candidate,Restroom trailers,District Of Columbia,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-021,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-florida/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-florida/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-florida/,Service/location candidate,Restroom trailers,Florida,403,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-022,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-georgia/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-georgia/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-georgia/,Service/location candidate,Restroom trailers,Georgia,403,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-023,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-hawaii/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-hawaii/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-hawaii/,Service/location candidate,Restroom trailers,Hawaii,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-024,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-idaho/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-idaho/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-idaho/,Service/location candidate,Restroom trailers,Idaho,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-025,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-illinois/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-illinois/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-illinois/,Service/location candidate,Restroom trailers,Illinois,403,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-026,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,Service/location candidate,Restroom trailers,Indiana,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-027,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-iowa/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-iowa/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-iowa/,Service/location candidate,Restroom trailers,Iowa,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-028,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kansas/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kansas/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kansas/,Service/location candidate,Restroom trailers,Kansas,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-029,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kentucky/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kentucky/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kentucky/,Service/location candidate,Restroom trailers,Kentucky,403,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-030,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,Service/location candidate,Restroom trailers,Louisiana,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-031,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,Service/location candidate,Restroom trailers,Maine,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-032,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,Service/location candidate,Restroom trailers,Maryland,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-033,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,Service/location candidate,Restroom trailers,Massachusetts,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-034,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,Service/location candidate,Restroom trailers,Michigan,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-035,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,Service/location candidate,Restroom trailers,Minnesota,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-036,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,Service/location candidate,Restroom trailers,Mississippi,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-037,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,Service/location candidate,Restroom trailers,Missouri,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-038,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,Service/location candidate,Restroom trailers,Montana,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-039,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,Service/location candidate,Restroom trailers,Nebraska,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-040,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,Service/location candidate,Restroom trailers,Nevada,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-041,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,www.temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,Service/location candidate,Restroom trailers,New Hampshire,301,Not verified,Unknown,,2,10,4.4,13,13,0,0,10,0,2023-10-16 17:43:18,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
