source_url,normalized_target,intent,candidate_path,reason,referring_domains_reported,export_http_code,redirect_enabled
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-idaho/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-idaho/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-illinois/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-illinois/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,403,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-iowa/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-iowa/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kansas/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kansas/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kentucky/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kentucky/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,403,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,403,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,403,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,403,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,301,False
https://www.temporary123.com/equipment-rental/shower-trailer/portable-shower-trailers-in-new-jersey-usa/,https://temporary123.com/equipment-rental/shower-trailer/portable-shower-trailers-in-new-jersey-usa/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,,False
https://www.temporary123.com/equipment-rental/sleeper-trailers/,https://temporary123.com/equipment-rental/sleeper-trailers/,investigate,/services/workforce-housing/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",2,,False
https://temporary123.com/containerized-shower-trailers/,https://temporary123.com/containerized-shower-trailers/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,200,False
https://temporary123.com/emergency-migrant-containerized-living-spaces/,https://temporary123.com/emergency-migrant-containerized-living-spaces/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/equipment-rental/breakroom-trailer/,https://temporary123.com/equipment-rental/breakroom-trailer/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/equipment-rental/command-center-trailers/,https://temporary123.com/equipment-rental/command-center-trailers/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/equipment-rental/decontamination-trailers/,https://temporary123.com/equipment-rental/decontamination-trailers/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,403,False
https://temporary123.com/equipment-rental/dump-rental/,https://temporary123.com/equipment-rental/dump-rental/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/equipment-rental/generator-trailers/,https://temporary123.com/equipment-rental/generator-trailers/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/equipment-rental/mobile-office-trailers/,https://temporary123.com/equipment-rental/mobile-office-trailers/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/equipment-rental/multi-trailer/,https://temporary123.com/equipment-rental/multi-trailer/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/equipment-rental/port-potties-and-port-johns/,https://temporary123.com/equipment-rental/port-potties-and-port-johns/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/equipment-rental/ramp-rental/,https://temporary123.com/equipment-rental/ramp-rental/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,200,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,200,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,200,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,200,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/equipment-rental/shower-trailer/,https://temporary123.com/equipment-rental/shower-trailer/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,200,False
https://temporary123.com/equipment-rental/stair-rental/,https://temporary123.com/equipment-rental/stair-rental/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/equipment-rental/waste-container/,https://temporary123.com/equipment-rental/waste-container/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,403,False
https://temporary123.com/government/correctional-facilities/,https://temporary123.com/government/correctional-facilities/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/mobile-kitchen-trailer-rental/,https://temporary123.com/mobile-kitchen-trailer-rental/,investigate,/services/mobile-kitchens/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/portable-dishwashing-trailer-rental/,https://temporary123.com/portable-dishwashing-trailer-rental/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,,False
https://temporary123.com/remote-containerized-military-berthing-solution-for-rent/,https://temporary123.com/remote-containerized-military-berthing-solution-for-rent/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/remote-workforce-house-company-in-alabama/,https://temporary123.com/remote-workforce-house-company-in-alabama/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,200,False
https://temporary123.com/remote-workforce-housing-rentals-in-arizona/,https://temporary123.com/remote-workforce-housing-rentals-in-arizona/,investigate,/services/workforce-housing/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,403,False
https://temporary123.com/restroom-trailer-rental/,https://temporary123.com/restroom-trailer-rental/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/shop/,https://temporary123.com/shop/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,,False
https://temporary123.com/shower-trailer-rental/,https://temporary123.com/shower-trailer-rental/,investigate,/services/restroom-shower-trailers/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/sleeper-trailer-rental/,https://temporary123.com/sleeper-trailer-rental/,investigate,/services/workforce-housing/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,,False
https://temporary123.com/workforce-housing-shelters-in-colorado/,https://temporary123.com/workforce-housing-shelters-in-colorado/,investigate,/services/workforce-housing/,"Candidate by topic only; verify old content, coverage and final brand/domain before redirecting.",1,403,False
https://www.temporary123.com/catering/,https://temporary123.com/catering/,investigate,,No content-equivalent replacement established; retain on old host pending review.,1,,False
